model_name,text_detection,text_recognition,preprocessing_steps,item_accuracy,char_accuracy,inference_time,average_normalized_levenshtein,average_bleu_score,average_rouge_rouge-1,average_rouge_rouge-2,average_rouge_rouge-l,full_text_exact_match,full_text_char_accuracy,full_text_word_accuracy,full_text_normalized_accuracy,average_type_textType1,average_region_bottom,average_length_short,average_length_medium,average_length_long,average_size_large
easyocr,easyocr,easyocr,sharpening_denoising_binarization,0.226890756302521,0.8125,10.953979253768921,0.6887417218543046,0.4363161563859231,0.7135135085136597,0.4137930984486475,0.6810810760812273,0.0,0.17439293598233996,0.01639344262295082,0.17439293598233996,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.375,1.0,0.6666666666666666
yolo_ocr,yolo_ocr,yolo_ocr,sharpening_binarization,0.0,0.0,0.12004399299621582,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
yolo_ocr,yolo_ocr,yolo_ocr,no_preprocessing,0.0,0.0,1.5148038864135742,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
yolo_ocr,yolo_ocr,yolo_ocr,sharpening,0.0,0.0,0.058045148849487305,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
yolo_ocr,yolo_ocr,yolo_ocr,denoising,0.0,0.0,7.8435845375061035,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
yolo_ocr,yolo_ocr,yolo_ocr,binarization,0.0,0.0,0.13225841522216797,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
tesseract,tesseract,tesseract,denoising_binarization,0.0,0.0,10.081330299377441,0.42163355408388525,0.3322645099861914,0.532663311611323,0.33201580530487906,0.532663311611323,0.0,0.08167770419426049,0.00819672131147541,0.07007575757575757,,,,,,
easyocr,easyocr,easyocr,no_preprocessing,0.226890756302521,0.8125,1.966888427734375,0.6887417218543046,0.4363161563859231,0.7135135085136597,0.4137930984486475,0.6810810760812273,0.0,0.17439293598233996,0.01639344262295082,0.17439293598233996,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.375,1.0,0.6666666666666666
easyocr,easyocr,easyocr,denoising,0.226890756302521,0.8125,8.59272289276123,0.6931567328918322,0.4503343876890031,0.706521734130435,0.3982683932692416,0.673913038478261,0.0,0.09933774834437085,0.01639344262295082,0.09933774834437085,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.375,1.0,0.6666666666666666
easyocr,easyocr,easyocr,sharpening_binarization,0.20168067226890757,0.8703703703703703,1.4287586212158203,0.695364238410596,0.42399665030624445,0.7135135085136597,0.37931033982795787,0.6918918868920381,0.0,0.12141280353200883,0.09836065573770492,0.12141280353200883,0.7083333333333334,0.7083333333333334,0.8125,0.42857142857142855,1.0,0.7083333333333334
yolo_ocr,yolo_ocr,yolo_ocr,denoising,0.0,0.0,8.494687795639038,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
yolo_ocr,yolo_ocr,yolo_ocr,sharpening_denoising_binarization,0.0,0.0,7.244720697402954,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,no_preprocessing,0.0,0.0,0.0010235309600830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,sharpening,0.0,0.0,0.02191758155822754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,denoising,0.0,0.0,7.023955583572388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,binarization,0.0,0.0,0.05881190299987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,sharpening_binarization,0.0,0.0,0.08273458480834961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,denoising_binarization,0.0,0.0,6.850080728530884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,paddleocr,paddleocr,sharpening_denoising_binarization,0.0,0.0,7.063190698623657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
azure_read,azure_read,azure_read,no_preprocessing,0.19327731092436976,0.3684210526315789,3.7287793159484863,0.7615894039735099,0.693657355954476,0.8723404205341784,0.6776859454186873,0.861702122661838,0.0,0.2097130242825607,0.05737704918032787,0.20342612419700215,0.7391304347826086,0.7391304347826086,0.8333333333333334,0.6666666666666666,0.0,0.7391304347826086
azure_read,azure_read,azure_read,sharpening,0.18487394957983194,0.37333333333333335,3.186063766479492,0.7704194260485651,0.6790261845172276,0.8631578897418283,0.6556016547552558,0.842105258162881,0.0,0.2052980132450331,0.07377049180327869,0.20043103448275862,0.7727272727272727,0.7727272727272727,0.8823529411764706,0.6666666666666666,0.0,0.7727272727272727
azure_read,azure_read,azure_read,denoising,0.15966386554621848,0.3188405797101449,10.747529983520508,0.7527593818984547,0.6813848721617342,0.8586387384622133,0.6666666616735254,0.8376963300852499,0.0,0.2097130242825607,0.09016393442622951,0.20127118644067796,0.7368421052631579,0.7368421052631579,0.8666666666666667,0.5,0.0,0.7368421052631579
azure_read,azure_read,azure_read,binarization,0.15126050420168066,0.3709677419354839,2.5201399326324463,0.7328918322295805,0.6348385236119891,0.8526315739523547,0.6172839456241428,0.842105258162881,0.0,0.08830022075055188,0.05737704918032787,0.08438818565400844,0.7777777777777778,0.7777777777777778,0.8666666666666667,0.5,0.0,0.7777777777777778
azure_read,azure_read,azure_read,sharpening_denoising,0.18487394957983194,0.3684210526315789,11.044623851776123,0.7615894039735099,0.6927858496000951,0.8723404205341784,0.6749999950031251,0.861702122661838,0.0,0.2119205298013245,0.06557377049180328,0.20600858369098712,0.6818181818181818,0.6818181818181818,0.8235294117647058,0.3333333333333333,0.0,0.6818181818181818
azure_read,azure_read,azure_read,sharpening_binarization,0.18487394957983194,0.43478260869565216,3.3407161235809326,0.7483443708609272,0.6629162079982925,0.8526315739523547,0.6611570197988527,0.842105258162881,0.0,0.22075055187637968,0.09016393442622951,0.21141649048625794,0.7727272727272727,0.7727272727272727,0.8888888888888888,0.3333333333333333,0.0,0.7727272727272727
azure_read,azure_read,azure_read,denoising_binarization,0.20168067226890757,0.4,26.453166484832764,0.7549668874172185,0.6680678060699612,0.8510638247894976,0.6416666616697918,0.8297872290448167,0.0,0.2097130242825607,0.05737704918032787,0.20342612419700215,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5,0.0,0.6666666666666666
azure_read,azure_read,azure_read,sharpening_denoising_binarization,0.20168067226890757,0.4,10.488756656646729,0.7593818984547461,0.6623371138191113,0.8404255269171572,0.6416666616697918,0.8297872290448167,0.0,0.2163355408388521,0.10655737704918032,0.208955223880597,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5,0.0,0.6666666666666666
